parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-001,MOD-001,FORM-001,base_weight_0.92,Strategy base weight 0.92,strategy_weight,float,portfolio_weight,0.92,0.92,0.92,NOT_APPLICABLE,,,,0,1,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-001,medium,PFI/大数据模拟器/qbvs/strategies.py:31,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:61,active,EXTRACTED,TASK-PFI-B-001,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/strategies.py:32:1,0.92,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:1e80459087673a18e9c5583a6f1b6391958a288f428e9007290fe3d17d180c24,MACHINE_VERIFIED,
PARAM-068,MOD-004,FORM-004,min_annualized_gap,min_annualized_gap,acceptance_floor,float,ratio,-0.03,-0.03,-0.03,NOT_APPLICABLE,,,,-1,1,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-002,medium,PFI/大数据模拟器/qbvs/backtest.py:170,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-002,param-profile-20260620,2026-06-20,text_regex:PFI/大数据模拟器/qbvs/backtest.py::annualized_gap >= (-?[0-9.]+),-0.03,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:0a3b0d8809096c14f4d7b9dfad164ab0d88d8c2d2e5fe791b5d22566a0df7580,MACHINE_VERIFIED,
PARAM-069,MOD-004,FORM-004,min_drawdown_improvement,min_drawdown_improvement,acceptance_floor,float,ratio,-0.005,-0.005,-0.005,NOT_APPLICABLE,,,,-1,1,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-002,medium,PFI/大数据模拟器/qbvs/backtest.py:170,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-002,param-profile-20260620,2026-06-20,text_regex:PFI/大数据模拟器/qbvs/backtest.py::drawdown_improvement >= (-?[0-9.]+),-0.005,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:3b1a110c914cf334563503edb692cb66e88c4e56d673c49e5c45240860d254e9,MACHINE_VERIFIED,
PARAM-070,MOD-005,FORM-005,paths,paths,simulation_default,integer,paths,10000,10000,10000,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:11,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/simulation.py::RandomPathConfig.paths,10000,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:dcda6fd46019e0db6cdebe3adb4f3dc5fc128a17b656e387beb04965a042b590,MACHINE_VERIFIED,
PARAM-071,MOD-005,FORM-005,days,days,simulation_default,integer,trading_days,252,252,252,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:12,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/simulation.py::RandomPathConfig.days,252,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:43106c76f077aec944a29d67192282310c7760cd523580e693ba5ec18549661e,MACHINE_VERIFIED,
PARAM-072,MOD-005,FORM-005,seed,seed,simulation_default,integer,seed,42,42,42,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:13,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/simulation.py::RandomPathConfig.seed,42,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:cae72e10ac3f40fdedfc248a14a2a5c30edbcb8013e0ffc226151de4b3c79647,MACHINE_VERIFIED,
PARAM-073,MOD-005,FORM-005,start_price,start_price,simulation_default,float,price,100.0,100.0,100.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:14,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/simulation.py::RandomPathConfig.start_price,100,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:e066ec7224b2c8432ead7cabda73dbb8e29686cfe1f504dddf8c6be34bb41208,MACHINE_VERIFIED,
PARAM-074,MOD-005,FORM-005,return_clip_min,return_clip_min,simulation_default,float,daily_return,-0.35,-0.35,-0.35,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:39,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,"text_regex:PFI/大数据模拟器/qbvs/simulation.py::np\.clip\(base \+ jump_mask \* jumps, (-?[0-9.]+),",-0.35,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:90365a1619468665b667dc4f76f9c0b777a121d1c6ccb5aacfb22e29882d5001,MACHINE_VERIFIED,
PARAM-075,MOD-005,FORM-005,return_clip_max,return_clip_max,simulation_default,float,daily_return,0.35,0.35,0.35,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:39,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,"text_regex:PFI/大数据模拟器/qbvs/simulation.py::np\.clip\(base \+ jump_mask \* jumps, -?[0-9.]+, (-?[0-9.]+)\)",0.35,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:ab0de1d3d6f0a2419e4e552e693ae56c77d4c7de490c501b5fb484b69234450b,MACHINE_VERIFIED,
PARAM-076,MOD-005,FORM-005,bull_mu,bull regime mu,regime_parameter,float,daily_return,0.00075,0.00075,0.00075,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bull.mu,0.00075,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:88839e5b8cb96aef4bf854544f0b5bb8683e07bce47737d257bd487a1aa64e98,MACHINE_VERIFIED,
PARAM-077,MOD-005,FORM-005,bull_sigma,bull regime sigma,regime_parameter,float,daily_return,0.012,0.012,0.012,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bull.sigma,0.012,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:4bc4688e536e4f98ee7b2a5e571bfd17cc230885605f6e8ca56bf97a5e2714c7,MACHINE_VERIFIED,
PARAM-078,MOD-005,FORM-005,bull_jump_p,bull regime jump_p,regime_parameter,float,daily_return,0.002,0.002,0.002,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bull.jump_p,0.002,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:b8377035a263d4c79c4e833ac213a6783752ad38ab1a17be8c4035d289a12f8d,MACHINE_VERIFIED,
PARAM-079,MOD-005,FORM-005,bull_jump_mu,bull regime jump_mu,regime_parameter,float,daily_return,-0.02,-0.02,-0.02,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bull.jump_mu,-0.02,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:0ca5e760474889a44e24150f157e7d4123d40798faeff0cf0f4ec663b91056c7,MACHINE_VERIFIED,
PARAM-080,MOD-005,FORM-005,bull_jump_sigma,bull regime jump_sigma,regime_parameter,float,daily_return,0.025,0.025,0.025,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bull.jump_sigma,0.025,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:250b66d165af77c379c27becb99cc0f9f458b84365c0b68ae58426561ecacd42,MACHINE_VERIFIED,
PARAM-081,MOD-005,FORM-005,bear_mu,bear regime mu,regime_parameter,float,daily_return,-0.00035,-0.00035,-0.00035,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bear.mu,-0.00035,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:40e45ae09b936899ff4947e41d0ceeeff9822984ddad626eeabcf7d01ea11494,MACHINE_VERIFIED,
PARAM-082,MOD-005,FORM-005,bear_sigma,bear regime sigma,regime_parameter,float,daily_return,0.016,0.016,0.016,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bear.sigma,0.016,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:cffb476f62f3cb492afbfccc18b62e0064f9071a1de3bc0ad42f30aedb0118a9,MACHINE_VERIFIED,
PARAM-083,MOD-005,FORM-005,bear_jump_p,bear regime jump_p,regime_parameter,float,daily_return,0.004,0.004,0.004,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bear.jump_p,0.004,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:a47bcb2ce0af7df863f280521b8b1fbfad4d91588a843c273179f59829836fd8,MACHINE_VERIFIED,
PARAM-084,MOD-005,FORM-005,bear_jump_mu,bear regime jump_mu,regime_parameter,float,daily_return,-0.03,-0.03,-0.03,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bear.jump_mu,-0.03,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:a6d326d66fbb53034cc51e5c4ac927ede2465d3ea7eae0882723b1cbac6618d6,MACHINE_VERIFIED,
PARAM-085,MOD-005,FORM-005,bear_jump_sigma,bear regime jump_sigma,regime_parameter,float,daily_return,0.035,0.035,0.035,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::bear.jump_sigma,0.035,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:f288570a52155bfc2638e26442134b92f01206bdf221cb080e7cc5144b430d21,MACHINE_VERIFIED,
PARAM-086,MOD-005,FORM-005,sideways_mu,sideways regime mu,regime_parameter,float,daily_return,5e-05,5e-05,5e-05,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::sideways.mu,5e-05,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:0e46c9f9fa7027b1dd404d519c15520e6286333f8ed148390bd9b52f45d8da72,MACHINE_VERIFIED,
PARAM-087,MOD-005,FORM-005,sideways_sigma,sideways regime sigma,regime_parameter,float,daily_return,0.01,0.01,0.01,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::sideways.sigma,0.01,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:6fa79fabc6f55ffcde44f2eef16e872ae41a4351f05dbf77ec7a2809063bc574,MACHINE_VERIFIED,
PARAM-088,MOD-005,FORM-005,sideways_jump_p,sideways regime jump_p,regime_parameter,float,daily_return,0.002,0.002,0.002,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::sideways.jump_p,0.002,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:313a10dbb07a3eff5c7e1ed95927ecd64d28dc00a552a5705693dc385e8e4c9c,MACHINE_VERIFIED,
PARAM-089,MOD-005,FORM-005,sideways_jump_mu,sideways regime jump_mu,regime_parameter,float,daily_return,0.0,0.0,0.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::sideways.jump_mu,0,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:f3042ec9595f96995f8dc29a204d34dd3d140a8fa0e071935e81407e4aa3f58a,MACHINE_VERIFIED,
PARAM-090,MOD-005,FORM-005,sideways_jump_sigma,sideways regime jump_sigma,regime_parameter,float,daily_return,0.02,0.02,0.02,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::sideways.jump_sigma,0.02,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:648b59816d327c08852552b51941897cf1409645a6158fce3d94d65be3552f00,MACHINE_VERIFIED,
PARAM-091,MOD-005,FORM-005,crash_mu,crash regime mu,regime_parameter,float,daily_return,-0.0012,-0.0012,-0.0012,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::crash.mu,-0.0012,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:daf7d48fed0bdaf816deb31565b3cdcbde04c0b5ed730551568e3a1c85138cea,MACHINE_VERIFIED,
PARAM-092,MOD-005,FORM-005,crash_sigma,crash regime sigma,regime_parameter,float,daily_return,0.024,0.024,0.024,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::crash.sigma,0.024,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:ead66b0c7f5a4d5362659ca42a4dc99267ae2769ad39bd3ed55a960aa8e21c05,MACHINE_VERIFIED,
PARAM-093,MOD-005,FORM-005,crash_jump_p,crash regime jump_p,regime_parameter,float,daily_return,0.015,0.015,0.015,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::crash.jump_p,0.015,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:6f3445542af7173b4259e16958e1bc575236805f7b5b455a155fa6441c9fa860,MACHINE_VERIFIED,
PARAM-094,MOD-005,FORM-005,crash_jump_mu,crash regime jump_mu,regime_parameter,float,daily_return,-0.055,-0.055,-0.055,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::crash.jump_mu,-0.055,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:2979df775b136ea52c16da0dc3ab362b32139fb9754ed18dbe0178f2fd95724b,MACHINE_VERIFIED,
PARAM-095,MOD-005,FORM-005,crash_jump_sigma,crash regime jump_sigma,regime_parameter,float,daily_return,0.045,0.045,0.045,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::crash.jump_sigma,0.045,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:d9c28648ff6c5d117182d5b5eb5c657666bad2e8b05e73a829d6a784aad2beb9,MACHINE_VERIFIED,
PARAM-096,MOD-005,FORM-005,highvol_mu,highvol regime mu,regime_parameter,float,daily_return,0.00015,0.00015,0.00015,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::highvol.mu,0.00015,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:199c0f79f48f3142c949b70a944c226a3ecf512abedaeb3c6bdb3f61beb8fc73,MACHINE_VERIFIED,
PARAM-097,MOD-005,FORM-005,highvol_sigma,highvol regime sigma,regime_parameter,float,daily_return,0.026,0.026,0.026,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::highvol.sigma,0.026,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:41903517510c0c599a1ec17fca8d8cb72a5562a3db01c4f0f31bf78494d9ba6f,MACHINE_VERIFIED,
PARAM-098,MOD-005,FORM-005,highvol_jump_p,highvol regime jump_p,regime_parameter,float,daily_return,0.008,0.008,0.008,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::highvol.jump_p,0.008,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:d40b73de128791ed7527c137f7c939e3d20c3471a21477a9f26293d87026fb18,MACHINE_VERIFIED,
PARAM-099,MOD-005,FORM-005,highvol_jump_mu,highvol regime jump_mu,regime_parameter,float,daily_return,-0.015,-0.015,-0.015,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::highvol.jump_mu,-0.015,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:8f9aad25aa86b977edf5d3a5afdd4d6109afd0d129f01b54c2a57d799ce8c1e7,MACHINE_VERIFIED,
