source_family,source_id,source_title,source_status,disposition,disposition_reason,current_evidence,v1_2_task_ids,v1_2_acceptance_ids,source_ref
V0_1_TASK,ADP-S8-P02-T088,执行 Feature-flagged Canary,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S6-T001,ACC-V12-S6-002;ACC-V12-S6-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S8-P02-T088
V0_1_TASK,ADP-S8-P02-T089,完成 14 次连续日运行浸泡与停线演练,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S6-T001,ACC-V12-S6-005,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S8-P02-T089
V0_1_TASK,ADP-S8-P03-T090,关闭 100% 追溯并交付最终运行包,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S6-T001,ACC-V12-S6-001;ACC-V12-S6-006,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S8-P03-T090
V0_1_REQUIREMENT,REQ-001,保护已上线 MVP，禁止 Big-bang rewrite,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,增量开发与 canary/rollback 继续禁止 big-bang。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-005;ACC-V12-S6-002,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-001
V0_1_REQUIREMENT,REQ-002,当前只处理问题 2（内容质量）与问题 3（事实漂移）；不扩安全、多租户、TAM/价格,MAPPED_NOT_IMPLEMENTED_HISTORICAL,SUPERSEDED_WITH_REASON,Owner 已把来源救援、移动端、视觉和运维纳入 v1.2，旧的仅问题 2/3 范围不再当前。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-002
V0_1_REQUIREMENT,REQ-003,中国来源仅 A0/A1/A2，且必须是官方原始来源,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,中国官方来源等级和原文证据边界继续适用，stats/source 变更需回归。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S2-T001;ADP-V12-S6-T001,ACC-V12-S2-002;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-003
V0_1_REQUIREMENT,REQ-004,从 2016-01-01 起保存可验证历史或注明可证实最早日期,MAPPED_NOT_IMPLEMENTED_HISTORICAL,SUPERSEDED_WITH_REASON,v1.2 不新做 2016+ 批量回填；现有历史不可倒退，未来扩张另开版本。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-004
V0_1_REQUIREMENT,REQ-005,原始 HTML/PDF/附件不可变保存、SHA-256、版本不覆盖,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,现有 D1/R2 原始证据不改，发布/恢复门必须保护数据不变量。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S5-T002;ADP-V12-S6-T001,ACC-V12-S5-003;ACC-V12-S6-002,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-005
V0_1_REQUIREMENT,REQ-006,人话版分层、无大段未解释英文、无空模板、关键 Claim 证据 100%,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,7fd finding F-005 直接进入中文人话版闭合。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S4-T001,ACC-V12-S4-001;ACC-V12-S4-002,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-006
V0_1_REQUIREMENT,REQ-007,部署、来源、schema、prompt/model、cron 有单一机器真相,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,版本、来源、cron 和 build 身份在 v1.2 对齐并回归。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S1-T001;ADP-V12-S5-T001;ADP-V12-S5-T002,ACC-V12-S1-005;ACC-V12-S5-001;ACC-V12-S5-004,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-007
V0_1_REQUIREMENT,REQ-008,多板块保持全面、专业、权威、及时并支持跨板块关系,MAPPED_NOT_IMPLEMENTED_HISTORICAL,SUPERSEDED_WITH_REASON,v1.2 保留现有板块，不新增知识图谱/全面性声明。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-008
V0_1_REQUIREMENT,REQ-009,预测必须概率化、无时间泄漏、可回测、可校准并保存失败史,MAPPED_NOT_IMPLEMENTED_HISTORICAL,OUT_OF_SCOPE_OWNER_DECISION,预测与回测不在 v1.2 关键路径，本版本不新增或放行预测能力。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-009
V0_1_REQUIREMENT,REQ-010,保留六主题、高级动效和品牌语义，不允许替换 UI 方向,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,前端 v1.1 与 7fd finding F-006/F-007 纳入六主题、导航和视觉门。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S4-T002;ADP-V12-S4-T003,ACC-V12-S4-003;ACC-V12-S4-004;ACC-V12-S4-005;ACC-V12-S4-006,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-010
V0_1_REQUIREMENT,REQ-011,对齐竞品用户收益，但不复制全部入口或形成大杂烩,MAPPED_NOT_IMPLEMENTED_HISTORICAL,OUT_OF_SCOPE_OWNER_DECISION,竞品 131 项扩张不在 v1.2，禁止为 parity 扩大入口。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-011
V0_1_REQUIREMENT,REQ-012,每 Stage 有实际价值/成本 Gate，未证明收益不得扩容,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,免费档容量、SLO 与升级提案构成当前 Value-Cost Gate。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S5-T002;ADP-V12-S6-T001,ACC-V12-S5-004;ACC-V12-S6-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-012
V0_1_REQUIREMENT,REQ-013,所有事实分 VERIFIED/OWNER/INFERRED/UNKNOWN/SUPERSEDED，UNKNOWN 不得伪装,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,UNKNOWN/缺证据失败关闭适用于全部任务和部署。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-013
V0_1_REQUIREMENT,REQ-014,任务原子化、可回滚、含原始证据，由独立上下文复核,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,WIP=1、回滚和独立 verifier 是永久执行门。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-001;ACC-V12-S6-006,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-014
V0_1_REQUIREMENT,REQ-015,实时通道优先，历史回填可自动暂停,MAPPED_NOT_IMPLEMENTED_HISTORICAL,INHERITED_PROVEN,现有 realtime 优先边界不在 S0 修改，发布阶段按 full-suite/运行门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S6-T001,ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-015
V0_1_REQUIREMENT,REQ-016,备份、开放格式、恢复和灾难演练,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,v1.2 明确 RTO/RPO、恢复演练和自动回滚。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S5-T002;ADP-V12-S6-T001,ACC-V12-S5-003;ACC-V12-S6-002,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-016
V0_1_REQUIREMENT,REQ-017,媒体/搜索只发现，官方原文才可成为中国官方证据,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,Google/stats 来源仍必须给出 provenance 和来源同步证据。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S1-T001;ADP-V12-S2-T001,ACC-V12-S1-005;ACC-V12-S2-002,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-017
V0_1_REQUIREMENT,REQ-018,文档状态、四日期、版本关系、as-of 和纠错,MAPPED_NOT_IMPLEMENTED_HISTORICAL,SUPERSEDED_WITH_REASON,v1.2 不新增 as-of/版本视图；既有行为只做发布回归，不声称完成旧扩张任务。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S6-T001,ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-018
V0_1_REQUIREMENT,REQ-019,架构保持简洁；新服务、语义层、Workflows 先基准后采用,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,不加新服务，Google/Stats/PubMed 均采用最小 adapter 与免费边界。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S1-T001;ADP-V12-S2-T001;ADP-V12-S3-T001,ACC-V12-S1-005;ACC-V12-S2-003;ACC-V12-S3-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-019
V0_1_REQUIREMENT,REQ-020,数据量、性能和成本用真实指标，不以容量口号或绿色 CI 代替,MAPPED_NOT_IMPLEMENTED_HISTORICAL,V1_2_ACTIVE,SLO、探针覆盖、capacity 和 14 日 soak 都要求原始测量。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S5-T002;ADP-V12-S6-T001,ACC-V12-S5-002;ACC-V12-S5-004;ACC-V12-S6-005,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/08_REQUIREMENT_TRACEABILITY_MATRIX.csv#requirement_id=REQ-020
FRONTEND_V1_1,FE-V11-001,六主题必须具有独立视觉语言,OWNER_CONTRACT,V1_2_ACTIVE,前端 v1.1 是六主题与导航的直接验收输入。,arxiv-daily-push/docs/design/前端呈现基线_v1/_原始存档/ADP主题动效v1.1.zip,ADP-V12-S4-T003,ACC-V12-S4-004,INPUT-FRONTEND-V11
FRONTEND_V1_1,FE-V11-002,简约专注、炫技、森林三个视频主题真实 autoplay/muted/loop,OWNER_CONTRACT,V1_2_ACTIVE,前端 v1.1 是六主题与导航的直接验收输入。,arxiv-daily-push/docs/design/前端呈现基线_v1/_原始存档/ADP主题动效v1.1.zip,ADP-V12-S4-T003,ACC-V12-S4-004,INPUT-FRONTEND-V11
FRONTEND_V1_1,FE-V11-003,prefers-reduced-motion 停止视频和装饰动效但保留功能,OWNER_CONTRACT,V1_2_ACTIVE,前端 v1.1 是六主题与导航的直接验收输入。,arxiv-daily-push/docs/design/前端呈现基线_v1/_原始存档/ADP主题动效v1.1.zip,ADP-V12-S4-T003,ACC-V12-S4-006,INPUT-FRONTEND-V11
FRONTEND_V1_1,FE-V11-004,小于 780px 统一今天/队列/雷达/系统四标签,OWNER_CONTRACT,V1_2_ACTIVE,前端 v1.1 是六主题与导航的直接验收输入。,arxiv-daily-push/docs/design/前端呈现基线_v1/_原始存档/ADP主题动效v1.1.zip,ADP-V12-S4-T002,ACC-V12-S4-003,INPUT-FRONTEND-V11
FRONTEND_V1_1,FE-V11-005,冷加载 console error 为零,OWNER_CONTRACT,V1_2_ACTIVE,前端 v1.1 是六主题与导航的直接验收输入。,arxiv-daily-push/docs/design/前端呈现基线_v1/_原始存档/ADP主题动效v1.1.zip,ADP-V12-S4-T003,ACC-V12-S4-006,INPUT-FRONTEND-V11
FRONTEND_V1_1,FE-V11-006,桌面 sidebar/topbar/dock 导航结构保持,OWNER_CONTRACT,V1_2_ACTIVE,前端 v1.1 是六主题与导航的直接验收输入。,arxiv-daily-push/docs/design/前端呈现基线_v1/_原始存档/ADP主题动效v1.1.zip,ADP-V12-S4-T002,ACC-V12-S4-003,INPUT-FRONTEND-V11
FRONTEND_V1_1,FE-V11-007,不得用新框架或统一换肤替换六主题结构,OWNER_CONTRACT,V1_2_ACTIVE,前端 v1.1 是六主题与导航的直接验收输入。,arxiv-daily-push/docs/design/前端呈现基线_v1/_原始存档/ADP主题动效v1.1.zip,ADP-V12-S4-T003,ACC-V12-S4-004,INPUT-FRONTEND-V11
FRONTEND_V1_1,FE-V11-008,生产视频资产身份和可用性可验证，不依赖无证据占位 URL,OWNER_CONTRACT,V1_2_ACTIVE,前端 v1.1 是六主题与导航的直接验收输入。,arxiv-daily-push/docs/design/前端呈现基线_v1/_原始存档/ADP主题动效v1.1.zip,ADP-V12-S4-T003;ADP-V12-S6-T001,ACC-V12-S4-004;ACC-V12-S6-004,INPUT-FRONTEND-V11
FRONTEND_V1_1,FE-V11-009,宇宙仪表盘读数与当日真实数据一致,OWNER_CONTRACT,V1_2_ACTIVE,前端 v1.1 是六主题与导航的直接验收输入。,arxiv-daily-push/docs/design/前端呈现基线_v1/_原始存档/ADP主题动效v1.1.zip,ADP-V12-S4-T003;ADP-V12-S6-T001,ACC-V12-S4-005;ACC-V12-S6-004,INPUT-FRONTEND-V11
ACCEPTANCE_7FD,F-001,任务包 Pursuing Goal 角色名不被 verifier 识别,CONFIRMED,INHERITED_PROVEN,e1af 后 v1.2 使用 PURSUING_GOAL.md 和七角色 ingest。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_7fd07680_acceptance_review_taskpack.zip,ADP-V12-S0-T001,ACC-V12-S0-001,INPUT-ACCEPTANCE-7FD!DEFECT_REPORT.md
ACCEPTANCE_7FD,F-002,权威合同优先级冲突,CONFIRMED,INHERITED_PROVEN,迁移 HANDOFF 已建立唯一当前路由，v1.2 显式 authority_order。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_7fd07680_acceptance_review_taskpack.zip,ADP-V12-S0-T001,ACC-V12-S0-004,INPUT-ACCEPTANCE-7FD!DEFECT_REPORT.md
ACCEPTANCE_7FD,F-003,MetaDatabase 根契约仍称 ADP 未迁移,CONFIRMED,INHERITED_PROVEN,e1af 迁移闭合验收 PASS，根 AGENTS 已路由 canonical ADP。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_7fd07680_acceptance_review_taskpack.zip,ADP-V12-S0-T001,ACC-V12-S0-004,INPUT-ACCEPTANCE-7FD!DEFECT_REPORT.md
ACCEPTANCE_7FD,F-004,迁移导致治理/full-suite 扩大失败,CONFIRMED,INHERITED_PROVEN,e1af 证明 65/65、14/14 且 candidate-only failure/error 为零。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_7fd07680_acceptance_review_taskpack.zip,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-004;ACC-V12-S6-001,INPUT-ACCEPTANCE-7FD!DEFECT_REPORT.md
ACCEPTANCE_7FD,F-005,人话版仍是英文摘要,CONFIRMED,V1_2_ACTIVE,保留为 v1.2 阻断 UX 缺陷。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_7fd07680_acceptance_review_taskpack.zip,ADP-V12-S4-T001,ACC-V12-S4-001;ACC-V12-S4-002,INPUT-ACCEPTANCE-7FD!DEFECT_REPORT.md
ACCEPTANCE_7FD,F-006,移动端未实现 Owner 四标签底栏,CONFIRMED,V1_2_ACTIVE,保留为六主题移动端阻断缺陷。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_7fd07680_acceptance_review_taskpack.zip,ADP-V12-S4-T002,ACC-V12-S4-003,INPUT-ACCEPTANCE-7FD!DEFECT_REPORT.md
ACCEPTANCE_7FD,F-007,强制视觉门在 canonical worker 上 BLOCK 且 pixel 未 enforce,CONFIRMED,V1_2_ACTIVE,重建可承重视觉/负控门。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_7fd07680_acceptance_review_taskpack.zip,ADP-V12-S4-T003,ACC-V12-S4-005,INPUT-ACCEPTANCE-7FD!DEFECT_REPORT.md
ACCEPTANCE_7FD,F-008,Python 版本元数据与源码不一致,CONFIRMED,V1_2_ACTIVE,在版本/运行时任务对齐 >=3.12 和最低版本矩阵。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_7fd07680_acceptance_review_taskpack.zip,ADP-V12-S5-T001,ACC-V12-S5-001,INPUT-ACCEPTANCE-7FD!DEFECT_REPORT.md
ACCEPTANCE_E1AF,E1AF-001,MetaDatabase governance 65/65 PASS,PASS,INHERITED_PROVEN,e1af 独立 verifier sealed evidence 已闭合迁移 developer_check；v1.2 将其作为回归基线而非新部署授权。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_META_MIGRATION_e1af471c_2026-07-20_acceptance_review_taskpack.zip,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-004;ACC-V12-S6-001,INPUT-ACCEPTANCE-E1AF!VERDICT.md
ACCEPTANCE_E1AF,E1AF-002,security boundary 14/14 PASS,PASS,INHERITED_PROVEN,e1af 独立 verifier sealed evidence 已闭合迁移 developer_check；v1.2 将其作为回归基线而非新部署授权。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_META_MIGRATION_e1af471c_2026-07-20_acceptance_review_taskpack.zip,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-004;ACC-V12-S6-001,INPUT-ACCEPTANCE-E1AF!VERDICT.md
ACCEPTANCE_E1AF,E1AF-003,dual-plane、V7.2、root compatibility PASS,PASS,INHERITED_PROVEN,e1af 独立 verifier sealed evidence 已闭合迁移 developer_check；v1.2 将其作为回归基线而非新部署授权。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_META_MIGRATION_e1af471c_2026-07-20_acceptance_review_taskpack.zip,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-004;ACC-V12-S6-001,INPUT-ACCEPTANCE-E1AF!VERDICT.md
ACCEPTANCE_E1AF,E1AF-004,candidate-only failure/error test-name set 为 0,PASS,INHERITED_PROVEN,e1af 独立 verifier sealed evidence 已闭合迁移 developer_check；v1.2 将其作为回归基线而非新部署授权。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_META_MIGRATION_e1af471c_2026-07-20_acceptance_review_taskpack.zip,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-004;ACC-V12-S6-001,INPUT-ACCEPTANCE-E1AF!VERDICT.md
ACCEPTANCE_E1AF,E1AF-005,Worker build c2ccc1fd01ec 未修改未部署,PASS,INHERITED_PROVEN,e1af 独立 verifier sealed evidence 已闭合迁移 developer_check；v1.2 将其作为回归基线而非新部署授权。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_META_MIGRATION_e1af471c_2026-07-20_acceptance_review_taskpack.zip,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-004;ACC-V12-S6-001,INPUT-ACCEPTANCE-E1AF!VERDICT.md
ACCEPTANCE_E1AF,E1AF-006,30 bundles、424 manifests、frontend ZIP hash 未漂移,PASS,INHERITED_PROVEN,e1af 独立 verifier sealed evidence 已闭合迁移 developer_check；v1.2 将其作为回归基线而非新部署授权。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_META_MIGRATION_e1af471c_2026-07-20_acceptance_review_taskpack.zip,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-002;ACC-V12-S0-004;ACC-V12-S6-001,INPUT-ACCEPTANCE-E1AF!VERDICT.md
ACCEPTANCE_E1AF,E1AF-007,developer_check PASS 不授权当时部署或 runtime enablement,PASS,INHERITED_PROVEN,e1af 独立 verifier sealed evidence 已闭合迁移 developer_check；v1.2 将其作为回归基线而非新部署授权。,arxiv-daily-push/docs/archive/taskpacks/2026-07-20/ADP_META_MIGRATION_e1af471c_2026-07-20_acceptance_review_taskpack.zip,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-004;ACC-V12-S6-001,INPUT-ACCEPTANCE-E1AF!VERDICT.md
HANDOFF_DECISION,HO-001,MetaDatabase/arxiv-daily-push 是唯一 canonical 源,OWNER_DECIDED,INHERITED_PROVEN,canonical HANDOFF 与 Owner v1.2 指令共同构成当前执行边界。,arxiv-daily-push/docs/HANDOFF.md,ADP-V12-S0-T001,ACC-V12-S0-004;ACC-V12-S0-006,arxiv-daily-push/docs/HANDOFF.md
HANDOFF_DECISION,HO-002,CodexProject 已删除旧源不得恢复,OWNER_DECIDED,V1_2_ACTIVE,canonical HANDOFF 与 Owner v1.2 指令共同构成当前执行边界。,arxiv-daily-push/docs/HANDOFF.md,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-005;ACC-V12-S6-001,arxiv-daily-push/docs/HANDOFF.md
HANDOFF_DECISION,HO-003,Cloudflare 保持 canonical live，不迁 OVH/Coolify,OWNER_DECIDED,V1_2_ACTIVE,canonical HANDOFF 与 Owner v1.2 指令共同构成当前执行边界。,arxiv-daily-push/docs/HANDOFF.md,ADP-V12-S5-T002;ADP-V12-S6-T001,ACC-V12-S5-004;ACC-V12-S6-002,arxiv-daily-push/docs/HANDOFF.md
HANDOFF_DECISION,HO-004,来源顺序 Google News→stats-gov→Science Advances/PubMed,OWNER_DECIDED,V1_2_ACTIVE,canonical HANDOFF 与 Owner v1.2 指令共同构成当前执行边界。,arxiv-daily-push/docs/HANDOFF.md,ADP-V12-S1-T001;ADP-V12-S2-T001;ADP-V12-S3-T001,ACC-V12-S1-001;ACC-V12-S2-001;ACC-V12-S3-001,arxiv-daily-push/docs/HANDOFF.md
HANDOFF_DECISION,HO-005,v0.1 TASK_INDEX.csv.status 是死配置且不修,OWNER_DECIDED,V1_2_ACTIVE,canonical HANDOFF 与 Owner v1.2 指令共同构成当前执行边界。,arxiv-daily-push/docs/HANDOFF.md,ADP-V12-S0-T001,ACC-V12-S0-003,arxiv-daily-push/docs/HANDOFF.md
HANDOFF_DECISION,HO-006,三个 dormant Cloudflare 资源已删除且不得重建,OWNER_DECIDED,INHERITED_PROVEN,canonical HANDOFF 与 Owner v1.2 指令共同构成当前执行边界。,arxiv-daily-push/docs/HANDOFF.md,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-005;ACC-V12-S6-002,arxiv-daily-push/docs/HANDOFF.md
